gene_set,shift_from,shift_to,method_a,method_b,method_pair,base_rate_from,base_rate_to,delta_from,delta_to,delta_change,abs_delta_from,abs_delta_to,min_abs_margin,gap_from,gap_to,base_rate_term,calibration_term,reversal,delta_to_hold_g_fixed,reversal_if_only_b_changes,delta_to_hold_b_fixed,reversal_if_only_g_changes,safety_margin,abs_delta_change
immune,all_pairs,tf_sources,pearson,scgpt_attention,pearson__scgpt_attention,3.23e-05,0.002006,3.49547e-05,0.00217636,0.0021414053,3.49547e-05,0.00217636,3.49547e-05,1.082188854489164,1.0849252243270189,0.002135916142105263,5.489157894736844e-06,False,0.0021708708421052628,False,3.504308474576271e-05,False,3.49547e-05,0.0021414053
immune,all_pairs,tf_sources,pearson,spearman,pearson__spearman,3.23e-05,0.002006,8.243999999999984e-07,8.697999999999996e-05,8.615559999999997e-05,8.243999999999984e-07,8.697999999999996e-05,8.243999999999984e-07,0.025523219814241438,0.04335992023928213,5.037517894736833e-05,3.578042105263163e-05,False,5.1199578947368327e-05,False,1.4005254237288127e-06,False,8.243999999999984e-07,8.615559999999997e-05
immune,all_pairs,tf_sources,random,scgpt_attention,random__scgpt_attention,3.23e-05,0.002006,2.066e-06,0.00024112000000000005,0.00023905400000000005,2.066e-06,0.00024112000000000005,2.066e-06,0.06396284829721363,0.12019940179461618,0.00012624347368421054,0.0001128105263157895,False,0.00012830947368421054,False,3.8824406779661024e-06,False,2.066e-06,0.00023905400000000005
immune,all_pairs,tf_sources,random,spearman,random__spearman,3.23e-05,0.002006,-3.2064300000000004e-05,-0.00184826,-0.0018161957,3.2064300000000004e-05,0.00184826,3.2064300000000004e-05,-0.9927027863777091,-0.9213659022931207,-0.0019592974894736847,0.0001431017894736845,False,-0.0019913617894736844,False,-2.9760118644067796e-05,False,3.2064300000000004e-05,0.0018161957
immune,all_pairs,tf_sources,scgpt_attention,spearman,scgpt_attention__spearman,3.23e-05,0.002006,-3.41303e-05,-0.00208938,-0.0020552497,3.41303e-05,0.00208938,3.41303e-05,-1.0566656346749226,-1.0415653040877368,-0.002085540963157895,3.0291263157894593e-05,False,-0.002119671263157895,False,-3.36425593220339e-05,False,3.41303e-05,0.0020552497
immune,all_pairs,tf_sources_targets,genie3,grnboost2,genie3__grnboost2,3.23e-05,0.009975,-0.0010214100000000002,-0.00197022,-0.0009488099999999998,0.0010214100000000002,0.00197022,0.0010214100000000002,-31.62260061919505,-0.19751578947368423,-0.3144140311764706,0.31346522117647063,False,-0.3154354411764706,False,-6.37976e-06,False,0.0010214100000000002,0.0009488099999999998
immune,all_pairs,tf_sources_targets,genie3,pearson,genie3__pearson,3.23e-05,0.009975,0.0018554507,-0.004923219999999999,-0.0067786706999999995,0.0018554507,0.004923219999999999,0.0018554507,57.44429411764706,-0.4935558897243107,0.5711513831235293,-0.5779300538235295,True,0.5730068338235295,False,-1.5941855238095236e-05,True,0.0018554507,0.0067786706999999995
immune,all_pairs,tf_sources_targets,genie3,random,genie3__random,3.23e-05,0.009975,0.0018883394,-0.00041375999999999913,-0.0023020993999999994,0.0018883394,0.00041375999999999913,0.00041375999999999913,58.46252012383901,-0.041479699248120214,0.581275298835294,-0.5835773982352941,True,0.5831636382352942,False,-1.339794285714283e-06,True,0.0018883394,0.0023020993999999994
immune,all_pairs,tf_sources_targets,genie3,scgpt_attention,genie3__scgpt_attention,3.23e-05,0.009975,0.0018904054,0.0010999700000000005,-0.0007904353999999996,0.0018904054,0.0010999700000000005,0.0010999700000000005,58.52648297213623,0.1102726817042607,0.5819112622470588,-0.5827016976470588,False,0.5838016676470589,False,3.5618076190476208e-06,False,0.0018904054,0.0007904353999999996
immune,all_pairs,tf_sources_targets,genie3,spearman,genie3__spearman,3.23e-05,0.009975,0.0018562751,-0.00597692,-0.0078331951,0.0018562751,0.00597692,0.0018562751,57.4698173374613,-0.5991899749373434,0.5714051528411764,-0.5792383479411765,True,0.5732614279411764,False,-1.935383619047619e-05,True,0.0018562751,0.0078331951
immune,all_pairs,tf_sources_targets,grnboost2,pearson,grnboost2__pearson,3.23e-05,0.009975,0.0028768607,-0.002952999999999999,-0.005829860699999999,0.0028768607,0.002952999999999999,0.0028768607,89.0668947368421,-0.2960401002506265,0.8855654142999998,-0.8913952749999998,True,0.888442275,False,-9.562095238095235e-06,True,0.0028768607,0.005829860699999999
immune,all_pairs,tf_sources_targets,grnboost2,random,grnboost2__random,3.23e-05,0.009975,0.0029097494000000002,0.0015564600000000008,-0.0013532893999999994,0.0029097494000000002,0.0015564600000000008,0.0015564600000000008,90.08512074303407,0.156036090225564,0.8956893300117648,-0.8970426194117648,False,0.8985990794117648,False,5.039965714285717e-06,False,0.0029097494000000002,0.0013532893999999994
immune,all_pairs,tf_sources_targets,grnboost2,scgpt_attention,grnboost2__scgpt_attention,3.23e-05,0.009975,0.0029118154,0.0030701900000000004,0.0001583746000000004,0.0029118154,0.0030701900000000004,0.0029118154,90.14908359133128,0.30778847117794494,0.8963252934235294,-0.8961669188235295,False,0.8992371088235295,False,9.941567619047622e-06,False,0.0029118154,0.0001583746000000004
immune,all_pairs,tf_sources_targets,grnboost2,spearman,grnboost2__spearman,3.23e-05,0.009975,0.0028776851,-0.0040067,-0.0068843851,0.0028776851,0.0040067,0.0028776851,89.09241795665635,-0.4016741854636592,0.8858191840176469,-0.892703569117647,True,0.888696869117647,False,-1.2974076190476191e-05,True,0.0028776851,0.0068843851
immune,all_pairs,tf_sources_targets,pearson,random,pearson__random,3.23e-05,0.009975,3.2888699999999996e-05,0.00450946,0.0044765713,3.2888699999999996e-05,0.00450946,3.2888699999999996e-05,1.0182260061919504,0.45207619047619046,0.010123915711764703,-0.005647344411764704,False,0.010156804411764704,False,1.4602060952380952e-05,False,3.2888699999999996e-05,0.0044765713
immune,all_pairs,tf_sources_targets,pearson,scgpt_attention,pearson__scgpt_attention,3.23e-05,0.009975,3.49547e-05,0.0060231899999999994,0.005988235299999999,3.49547e-05,0.0060231899999999994,3.49547e-05,1.082188854489164,0.6038285714285714,0.01075987912352941,-0.004771643823529411,False,0.01079483382352941,False,1.9503662857142855e-05,False,3.49547e-05,0.005988235299999999
immune,all_pairs,tf_sources_targets,pearson,spearman,pearson__spearman,3.23e-05,0.009975,8.243999999999984e-07,-0.0010537000000000012,-0.0010545244000000013,8.243999999999984e-07,0.0010537000000000012,8.243999999999984e-07,0.025523219814241438,-0.1056340852130327,0.0002537697176470583,-0.0013082941176470594,True,0.00025459411764705835,False,-3.411980952380956e-06,True,8.243999999999984e-07,0.0010545244000000013
immune,all_pairs,tf_sources_targets,random,scgpt_attention,random__scgpt_attention,3.23e-05,0.009975,2.066e-06,0.0015137299999999996,0.0015116639999999996,2.066e-06,0.0015137299999999996,2.066e-06,0.06396284829721363,0.15175238095238092,0.0006359634117647059,0.0008757005882352936,False,0.0006380294117647059,False,4.9016019047619035e-06,False,2.066e-06,0.0015116639999999996
immune,all_pairs,tf_sources_targets,random,spearman,random__spearman,3.23e-05,0.009975,-3.2064300000000004e-05,-0.005563160000000001,-0.005531095700000001,3.2064300000000004e-05,0.005563160000000001,3.2064300000000004e-05,-0.9927027863777091,-0.5577102756892232,-0.009870145994117648,0.0043390502941176474,False,-0.009902210294117648,False,-1.8014041904761908e-05,False,3.2064300000000004e-05,0.005531095700000001
immune,all_pairs,tf_sources_targets,scgpt_attention,spearman,scgpt_attention__spearman,3.23e-05,0.009975,-3.41303e-05,-0.007076890000000001,-0.007042759700000001,3.41303e-05,0.007076890000000001,3.41303e-05,-1.0566656346749226,-0.7094626566416041,-0.010506109405882352,0.0034633497058823514,False,-0.010540239705882352,False,-2.2915643809523813e-05,False,3.41303e-05,0.007042759700000001
immune,tf_sources,tf_sources_targets,genie3,grnboost2,genie3__grnboost2,0.002006,0.009975,-0.00099612,-0.00197022,-0.0009740999999999999,0.00099612,0.00197022,0.00099612,-0.49657028913260226,-0.19751578947368423,-0.003957168634097708,0.0029830686340977077,False,-0.004953288634097708,False,-0.00039621667368421054,False,0.00099612,0.0009740999999999999
immune,tf_sources,tf_sources_targets,genie3,pearson,genie3__pearson,0.002006,0.009975,-0.00045991,-0.004923219999999999,-0.004463309999999999,0.00045991,0.004923219999999999,0.00045991,-0.22926719840478565,-0.4935558897243107,-0.0018270303040877369,-0.0026362796959122623,False,-0.0022869403040877367,False,-0.0009900731147869672,False,0.00045991,0.004463309999999999
immune,tf_sources,tf_sources_targets,genie3,random,genie3__random,0.002006,0.009975,0.00147533,-0.00041375999999999913,-0.001889089999999999,0.00147533,0.00041375999999999913,0.00041375999999999913,0.7354586241276171,-0.041479699248120214,0.005860869775672981,-0.00774995977567298,True,0.00733619977567298,False,-8.320827669172915e-05,True,0.00147533,0.001889089999999999
immune,tf_sources,tf_sources_targets,genie3,scgpt_attention,genie3__scgpt_attention,0.002006,0.009975,0.00171645,0.0010999700000000005,-0.0006164799999999995,0.00171645,0.0010999700000000005,0.0010999700000000005,0.8556580259222333,0.1102726817042607,0.006818738808574277,-0.007435218808574276,False,0.008535188808574276,False,0.00022120699949874697,False,0.00171645,0.0006164799999999995
immune,tf_sources,tf_sources_targets,genie3,spearman,genie3__spearman,0.002006,0.009975,-0.00037293000000000005,-0.00597692,-0.00560399,0.00037293000000000005,0.00597692,0.00037293000000000005,-0.1859072781655035,-0.5991899749373434,-0.0014814950997008975,-0.004122494900299103,False,-0.0018544250997008973,False,-0.0012019750897243108,False,0.00037293000000000005,0.00560399
immune,tf_sources,tf_sources_targets,grnboost2,pearson,grnboost2__pearson,0.002006,0.009975,0.0005362100000000001,-0.002952999999999999,-0.003489209999999999,0.0005362100000000001,0.002952999999999999,0.0005362100000000001,0.2673030907278166,-0.2960401002506265,0.0021301383300099705,-0.00561934833000997,True,0.0026663483300099705,False,-0.0005938564411027568,True,0.0005362100000000001,0.003489209999999999
immune,tf_sources,tf_sources_targets,grnboost2,random,grnboost2__random,0.002006,0.009975,0.00247145,0.0015564600000000008,-0.0009149899999999992,0.00247145,0.0015564600000000008,0.0015564600000000008,1.2320289132602193,0.156036090225564,0.009818038409770689,-0.010733028409770686,False,0.012289488409770687,False,0.0003130083969924814,False,0.00247145,0.0009149899999999992
immune,tf_sources,tf_sources_targets,grnboost2,scgpt_attention,grnboost2__scgpt_attention,0.002006,0.009975,0.00271257,0.0030701900000000004,0.00035762000000000033,0.00271257,0.0030701900000000004,0.00271257,1.3522283150548355,0.30778847117794494,0.010775907442671985,-0.010418287442671984,False,0.013488477442671985,False,0.0006174236731829576,False,0.00271257,0.00035762000000000033
immune,tf_sources,tf_sources_targets,grnboost2,spearman,grnboost2__spearman,0.002006,0.009975,0.00062319,-0.0040067,-0.00462989,0.00062319,0.0040067,0.00062319,0.3106630109670987,-0.4016741854636592,0.0024756735343968096,-0.007105563534396809,True,0.0030988635343968092,False,-0.0008057584160401003,True,0.00062319,0.00462989
immune,tf_sources,tf_sources_targets,pearson,random,pearson__random,0.002006,0.009975,0.00193524,0.00450946,0.00257422,0.00193524,0.00450946,0.00193524,0.9647258225324028,0.45207619047619046,0.007687900079760718,-0.005113680079760719,False,0.009623140079760718,False,0.000906864838095238,False,0.00193524,0.00257422
immune,tf_sources,tf_sources_targets,pearson,scgpt_attention,pearson__scgpt_attention,0.002006,0.009975,0.00217636,0.0060231899999999994,0.0038468299999999994,0.00217636,0.0060231899999999994,0.00217636,1.0849252243270189,0.6038285714285714,0.008645769112662014,-0.004798939112662014,False,0.010822129112662013,False,0.0012112801142857143,False,0.00217636,0.0038468299999999994
immune,tf_sources,tf_sources_targets,pearson,spearman,pearson__spearman,0.002006,0.009975,8.697999999999996e-05,-0.0010537000000000012,-0.0011406800000000011,8.697999999999996e-05,0.0010537000000000012,8.697999999999996e-05,0.04335992023928213,-0.1056340852130327,0.0003455352043868393,-0.0014862152043868405,True,0.00043251520438683923,False,-0.0002119019749373436,True,8.697999999999996e-05,0.0011406800000000011
immune,tf_sources,tf_sources_targets,random,scgpt_attention,random__scgpt_attention,0.002006,0.009975,0.00024112000000000005,0.0015137299999999996,0.0012726099999999995,0.00024112000000000005,0.0015137299999999996,0.00024112000000000005,0.12019940179461618,0.15175238095238092,0.0009578690329012964,0.0003147409670987033,False,0.0011989890329012962,False,0.00030441527619047613,False,0.00024112000000000005,0.0012726099999999995
immune,tf_sources,tf_sources_targets,random,spearman,random__spearman,0.002006,0.009975,-0.00184826,-0.005563160000000001,-0.003714900000000001,0.00184826,0.005563160000000001,0.00184826,-0.9213659022931207,-0.5577102756892232,-0.007342364875373879,0.0036274648753738775,False,-0.009190624875373877,False,-0.0011187668130325816,False,0.00184826,0.003714900000000001
immune,tf_sources,tf_sources_targets,scgpt_attention,spearman,scgpt_attention__spearman,0.002006,0.009975,-0.00208938,-0.007076890000000001,-0.0049875100000000006,0.00208938,0.007076890000000001,0.00208938,-1.0415653040877368,-0.7094626566416041,-0.008300233908275176,0.003312723908275174,False,-0.010389613908275174,False,-0.0014231820892230578,False,0.00208938,0.0049875100000000006
kidney,all_pairs,tf_sources,genie3,grnboost2,genie3__grnboost2,3.23e-05,0.002006,-0.0008400999999999999,-0.0008649000000000018,-2.4800000000001904e-05,0.0008400999999999999,0.0008649000000000018,0.0008400999999999999,-26.00928792569659,-0.43115653040877455,-0.051334531578947365,0.05130973157894736,False,-0.05217463157894736,False,-1.3926355932203418e-05,False,0.0008400999999999999,2.4800000000001904e-05
kidney,all_pairs,tf_sources,genie3,pearson,genie3__pearson,3.23e-05,0.002006,0.024102881,-0.001943700000000003,-0.026046581000000003,0.024102881,0.001943700000000003,0.001943700000000003,746.219226006192,-0.968943170488536,1.4728128863684213,-1.498859467368421,True,1.496915767368421,False,-3.129686440677971e-05,True,0.024102881,0.026046581000000003
kidney,all_pairs,tf_sources,genie3,random,genie3__random,3.23e-05,0.002006,0.0246153873,0.02136685,-0.0032485373,0.0246153873,0.02136685,0.02136685,762.0862941176471,10.651470588235295,1.5041297187,-1.507378256,False,1.528745106,False,0.00034404250000000003,False,0.0246153873,0.0032485373
kidney,all_pairs,tf_sources,genie3,scgpt_attention,genie3__scgpt_attention,3.23e-05,0.002006,0.0246882691,0.02470066,1.239089999999915e-05,0.0246882691,0.02470066,0.0246882691,764.3426965944273,12.313389830508475,1.508583180268421,-1.508570789368421,False,1.533271449368421,False,0.00039772249152542375,False,0.0246882691,1.239089999999915e-05
kidney,all_pairs,tf_sources,genie3,spearman,genie3__spearman,3.23e-05,0.002006,0.024062585,-0.003782500000000001,-0.027845085000000002,0.024062585,0.003782500000000001,0.003782500000000001,744.9716718266254,-1.8855932203389836,1.4703505886842108,-1.4981956736842106,True,1.4944131736842106,False,-6.090466101694917e-05,True,0.024062585,0.027845085000000002
kidney,all_pairs,tf_sources,grnboost2,pearson,grnboost2__pearson,3.23e-05,0.002006,0.024942981,-0.0010788000000000013,-0.026021781,0.024942981,0.0010788000000000013,0.0010788000000000013,772.2285139318885,-0.5377866400797614,1.5241474179473684,-1.5501691989473683,True,1.5490903989473683,False,-1.737050847457629e-05,True,0.024942981,0.026021781
kidney,all_pairs,tf_sources,grnboost2,random,grnboost2__random,3.23e-05,0.002006,0.0254554873,0.02223175,-0.003223737299999998,0.0254554873,0.02223175,0.02223175,788.0955820433437,11.08262711864407,1.5554642502789475,-1.5586879875789474,False,1.5809197375789474,False,0.00035796885593220344,False,0.0254554873,0.003223737299999998
kidney,all_pairs,tf_sources,grnboost2,scgpt_attention,grnboost2__scgpt_attention,3.23e-05,0.002006,0.0255283691,0.02556556,3.7190900000001054e-05,0.0255283691,0.02556556,0.0255283691,790.3519845201239,12.74454636091725,1.5599177118473686,-1.5598805209473685,False,1.5854460809473685,False,0.00041164884745762716,False,0.0255283691,3.7190900000001054e-05
kidney,all_pairs,tf_sources,grnboost2,spearman,grnboost2__spearman,3.23e-05,0.002006,0.024902685,-0.0029175999999999994,-0.027820285,0.024902685,0.0029175999999999994,0.0029175999999999994,770.9809597523221,-1.454436689930209,1.521685120263158,-1.549505405263158,True,1.546587805263158,False,-4.697830508474575e-05,True,0.024902685,0.027820285
kidney,all_pairs,tf_sources,pearson,random,pearson__random,3.23e-05,0.002006,0.0005125063,0.02331055,0.0227980437,0.0005125063,0.02331055,0.0005125063,15.86706811145511,11.620413758723828,0.031316832331578955,-0.008518788631578952,False,0.03182933863157895,False,0.00037533936440677963,False,0.0005125063,0.0227980437
kidney,all_pairs,tf_sources,pearson,scgpt_attention,pearson__scgpt_attention,3.23e-05,0.002006,0.0005853881,0.026644360000000002,0.026058971900000002,0.0005853881,0.026644360000000002,0.0005853881,18.123470588235293,13.28233300099701,0.0357702939,-0.009711321999999994,False,0.03635568199999999,False,0.0004290193559322034,False,0.0005853881,0.026058971900000002
kidney,all_pairs,tf_sources,pearson,spearman,pearson__spearman,3.23e-05,0.002006,-4.0295999999999995e-05,-0.001838799999999998,-0.001798503999999998,4.0295999999999995e-05,0.001838799999999998,4.0295999999999995e-05,-1.2475541795665634,-0.9166500498504477,-0.0024622976842105264,0.0006637936842105282,False,-0.0025025936842105263,False,-2.960779661016946e-05,False,4.0295999999999995e-05,0.001798503999999998
kidney,all_pairs,tf_sources,random,scgpt_attention,random__scgpt_attention,3.23e-05,0.002006,7.28818e-05,0.0033338100000000004,0.0032609282000000002,7.28818e-05,0.0033338100000000004,7.28818e-05,2.2564024767801856,1.6619192422731808,0.004453461568421052,-0.0011925333684210517,False,0.004526343368421052,False,5.3679991525423736e-05,False,7.28818e-05,0.0032609282000000002
kidney,all_pairs,tf_sources,random,spearman,random__spearman,3.23e-05,0.002006,-0.0005528023,-0.02514935,-0.024596547700000002,0.0005528023,0.02514935,0.0005528023,-17.11462229102167,-12.537063808574278,-0.03377913001578947,0.009182582315789473,False,-0.03433193231578947,False,-0.00040494716101694913,False,0.0005528023,0.024596547700000002
kidney,all_pairs,tf_sources,scgpt_attention,spearman,scgpt_attention__spearman,3.23e-05,0.002006,-0.0006256841,-0.02848316,-0.0278574759,0.0006256841,0.02848316,0.0006256841,-19.371024767801856,-14.198983050847458,-0.038232591584210524,0.010375115684210522,False,-0.038858275684210526,False,-0.00045862715254237286,False,0.0006256841,0.0278574759
kidney,all_pairs,tf_sources_targets,genie3,grnboost2,genie3__grnboost2,3.23e-05,0.009975,-0.0008400999999999999,-0.00043299999999999936,0.0004071000000000005,0.0008400999999999999,0.00043299999999999936,0.00043299999999999936,-26.00928792569659,-0.043408521303258084,-0.25860254705882346,0.25900964705882346,False,-0.2594426470588235,False,-1.4020952380952361e-06,False,0.0008400999999999999,0.0004071000000000005
kidney,all_pairs,tf_sources_targets,genie3,pearson,genie3__pearson,3.23e-05,0.009975,0.024102881,-0.005329399999999998,-0.029432280999999998,0.024102881,0.005329399999999998,0.005329399999999998,746.219226006192,-0.5342756892230575,7.419433898411764,-7.448866179411764,True,7.443536779411765,False,-1.7257104761904756e-05,True,0.024102881,0.029432280999999998
kidney,all_pairs,tf_sources_targets,genie3,random,genie3__random,3.23e-05,0.009975,0.0246153873,0.0168733,-0.007742087299999999,0.0246153873,0.0168733,0.0168733,762.0862941176471,1.691558897243108,7.577195396523528,-7.584937483823529,False,7.601810783823529,False,5.4637352380952385e-05,False,0.0246153873,0.007742087299999999
kidney,all_pairs,tf_sources_targets,genie3,scgpt_attention,genie3__scgpt_attention,3.23e-05,0.009975,0.0246882691,0.02355521,-0.0011330591,0.0246882691,0.02355521,0.02355521,764.3426965944273,2.361424561403509,7.599630129429411,-7.600763188529411,False,7.624318398529412,False,7.627401333333333e-05,False,0.0246882691,0.0011330591
kidney,all_pairs,tf_sources_targets,genie3,spearman,genie3__spearman,3.23e-05,0.009975,0.024062585,-0.008797,-0.032859585,0.024062585,0.008797,0.008797,744.9716718266254,-0.8819047619047619,7.407029841470588,-7.439889426470588,True,7.431092426470588,False,-2.8485523809523807e-05,True,0.024062585,0.032859585
kidney,all_pairs,tf_sources_targets,grnboost2,pearson,grnboost2__pearson,3.23e-05,0.009975,0.024942981,-0.004896399999999999,-0.029839380999999998,0.024942981,0.004896399999999999,0.004896399999999999,772.2285139318885,-0.4908671679197994,7.678036445470587,-7.7078758264705876,True,7.702979426470588,False,-1.585500952380952e-05,True,0.024942981,0.029839380999999998
kidney,all_pairs,tf_sources_targets,grnboost2,random,grnboost2__random,3.23e-05,0.009975,0.0254554873,0.0173063,-0.0081491873,0.0254554873,0.0173063,0.0173063,788.0955820433437,1.734967418546366,7.835797943582352,-7.843947130882353,False,7.861253430882353,False,5.603944761904762e-05,False,0.0254554873,0.0081491873
kidney,all_pairs,tf_sources_targets,grnboost2,scgpt_attention,grnboost2__scgpt_attention,3.23e-05,0.009975,0.0255283691,0.02398821,-0.0015401591000000006,0.0255283691,0.02398821,0.02398821,790.3519845201239,2.4048330827067668,7.858232676488234,-7.8597728355882355,False,7.883761045588235,False,7.767610857142856e-05,False,0.0255283691,0.0015401591000000006
kidney,all_pairs,tf_sources_targets,grnboost2,spearman,grnboost2__spearman,3.23e-05,0.009975,0.024902685,-0.008364,-0.033266685000000004,0.024902685,0.008364,0.008364,770.9809597523221,-0.8384962406015037,7.665632388529412,-7.698899073529413,True,7.6905350735294125,False,-2.708342857142857e-05,True,0.024902685,0.033266685000000004
kidney,all_pairs,tf_sources_targets,pearson,random,pearson__random,3.23e-05,0.009975,0.0005125063,0.0222027,0.0216901937,0.0005125063,0.0222027,0.0005125063,15.86706811145511,2.2258345864661653,0.1577614981117647,-0.1360713044117647,False,0.1582740044117647,False,7.189445714285714e-05,False,0.0005125063,0.0216901937
kidney,all_pairs,tf_sources_targets,pearson,scgpt_attention,pearson__scgpt_attention,3.23e-05,0.009975,0.0005853881,0.028884609999999998,0.028299221899999998,0.0005853881,0.028884609999999998,0.0005853881,18.123470588235293,2.8957002506265663,0.18019623101764703,-0.15189700911764703,False,0.18078161911764704,False,9.353111809523809e-05,False,0.0005853881,0.028299221899999998
kidney,all_pairs,tf_sources_targets,pearson,spearman,pearson__spearman,3.23e-05,0.009975,-4.0295999999999995e-05,-0.0034676000000000012,-0.0034273040000000012,4.0295999999999995e-05,0.0034676000000000012,4.0295999999999995e-05,-1.2475541795665634,-0.3476290726817044,-0.012404056941176468,0.00897675294117647,False,-0.012444352941176469,False,-1.1228419047619052e-05,False,4.0295999999999995e-05,0.0034273040000000012
kidney,all_pairs,tf_sources_targets,random,scgpt_attention,random__scgpt_attention,3.23e-05,0.009975,7.28818e-05,0.006681909999999999,0.0066090281999999995,7.28818e-05,0.006681909999999999,7.28818e-05,2.2564024767801856,0.6698656641604009,0.022434732905882347,-0.01582570470588235,False,0.02250761470588235,False,2.163666095238095e-05,False,7.28818e-05,0.0066090281999999995
kidney,all_pairs,tf_sources_targets,random,spearman,random__spearman,3.23e-05,0.009975,-0.0005528023,-0.0256703,-0.0251174977,0.0005528023,0.0256703,0.0005528023,-17.11462229102167,-2.57346365914787,-0.17016555505294115,0.14504805735294118,False,-0.17071835735294116,False,-8.312287619047619e-05,False,0.0005528023,0.0251174977
kidney,all_pairs,tf_sources_targets,scgpt_attention,spearman,scgpt_attention__spearman,3.23e-05,0.009975,-0.0006256841,-0.03235221,-0.0317265259,0.0006256841,0.03235221,0.0006256841,-19.371024767801856,-3.243329323308271,-0.1926002879588235,0.1608737620588235,False,-0.1932259720588235,False,-0.00010475953714285715,False,0.0006256841,0.0317265259
kidney,tf_sources,tf_sources_targets,genie3,grnboost2,genie3__grnboost2,0.002006,0.009975,-0.0008649000000000018,-0.00043299999999999936,0.0004319000000000024,0.0008649000000000018,0.00043299999999999936,0.00043299999999999936,-0.43115653040877455,-0.043408521303258084,-0.0034358863908275244,0.003867786390827527,False,-0.004300786390827526,False,-8.707749373433572e-05,False,0.0008649000000000018,0.0004319000000000024
